Sr_No,Review_Title,Review_Text,Review_Rating,Review_Date,Upvote,Downvote,Sum_of_Up_Down,Len_before,Num_Sentence,No_QMark,No_ExMark,No_Upper,No_proper,Emoji_Count,Len_after,POS,Perc_Noun,Perc_Verb,Perc_Adverb,Perc_Adj,h,ReviewTitle_Sentiment
1008,5K android phone better than this.,"bring day launching , lot expectation start face network issue think hittel , time fight people network insist fix unable understand problem come afraid comment phone brand new Phone   compromise think hittel service bad . application start create problem , ignore . 
  unable access photo , 8 month today day completely stop work . 
 
  bad experience apple phone , pathetic . 
 
  not buy value money period phone well .",1,2017-06-01 00:00:00,12,24,36,150,5,0,,0,,0,69,VERB NOUN VERB PUNCT NOUN NOUN NOUN VERB NOUN NOUN VERB NOUN PUNCT NOUN VERB NOUN NOUN VERB NOUN ADJ NOUN NOUN VERB ADJ NOUN NOUN NOUN ADJ PROPN SPACE NOUN VERB NOUN NOUN ADJ PUNCT NOUN NOUN VERB NOUN PUNCT NOUN PUNCT SPACE ADJ NOUN NOUN PUNCT NUM NOUN NOUN NOUN ADV VERB NOUN PUNCT SPACE ADJ NOUN NOUN NOUN PUNCT ADJ PUNCT SPACE PART VERB NOUN NOUN NOUN NOUN ADV PUNCT,49.32,15.07,2.74,9.59,0.33,neu
1007,Worth every penny.,usual touch awesome . form factor ease use good . awesome delivery Flipkart . great packing . Flipkart leave stone unturned feel personal . great feature shone 7 install default ape not want use . usual Fire great . great discount Citibank .,5,2016-10-01 00:00:00,9,16,25,59,8,0,,0,,0,43,ADJ NOUN ADJ PUNCT NOUN NOUN NOUN NOUN ADJ PUNCT ADJ NOUN PROPN PUNCT ADJ NOUN PUNCT PROPN VERB NOUN ADJ VERB ADJ PUNCT ADJ NOUN VERB NUM VERB NOUN NOUN PART VERB NOUN PUNCT ADJ PROPN ADJ PUNCT ADJ NOUN PROPN PUNCT,30.23,11.63,0.0,25.58,0.36,neu
1030,Horrible,"mediocre product service . phone work 10 day start heat Sharing . battery take 3 fully charge time discharge . worried explode hand . 
 
  help flipkart seller past 10 day . ask product . took long trip service center find software problem , phone restore problem persist . heating normal overhearing message come . phone feel fresh oven . simply mercy apple visit . 
 
  replacement money . 
 
  product , clear dinner 6 . product hope unnecessary change like light headphone fuel apple arrogance . carry different set phone , sac .",1,2016-11-01 00:00:00,21,64,85,170,14,0,,0,,0,91,PROPN PROPN PROPN PUNCT NOUN NOUN NUM NOUN VERB NOUN NOUN PUNCT NOUN VERB NUM ADV NOUN NOUN NOUN PUNCT ADJ ADJ NOUN PUNCT SPACE VERB VERB NOUN ADP NUM NOUN PUNCT VERB NOUN PUNCT VERB ADJ NOUN NOUN NOUN VERB NOUN NOUN PUNCT NOUN NOUN NOUN VERB PUNCT VERB ADJ NOUN NOUN NOUN PUNCT NOUN VERB ADJ NOUN PUNCT ADV NOUN NOUN NOUN PUNCT SPACE NOUN NOUN PUNCT SPACE NOUN PUNCT ADJ NOUN NUM PUNCT NOUN VERB ADJ NOUN SCONJ ADJ NOUN NOUN NOUN NOUN PUNCT VERB ADJ NOUN NOUN PUNCT NOUN PUNCT,44.68,12.77,2.13,9.57,0.25,neg
1009,Awesome phone & faster delivery.Flipkart Rocks,"Flipkart fulfill wish deliver new shone 7 launch day . thank Flipkart team well coordination show deliver phone time launch . queue Apple Tore buying 1 get phone faster store . 
 
  North buy shone 7 . phone have great feature . 
 
 
  thank",5,2016-10-01 00:00:00,6,9,15,79,6,0,,0,,0,42,PROPN NOUN VERB VERB ADJ NOUN NUM NOUN NOUN PUNCT VERB PROPN NOUN INTJ NOUN NOUN VERB NOUN NOUN NOUN PUNCT NOUN PROPN PROPN VERB NUM VERB NOUN ADJ NOUN PUNCT SPACE NOUN VERB NOUN NUM PUNCT NOUN AUX ADJ NOUN PUNCT SPACE VERB,38.64,18.18,0.0,6.82,0.4,pos
1010,Happy and satisfied,"upgrade shone 6 7 . know lot people agree significant upgrade term look hardware . let tell , invoke . moment hold device matt black , feel different . fan Apple product late favourite . camera significantly well . 
 
  thank Flipkart timely delivery .",5,2016-10-01 00:00:00,11,23,34,74,7,0,,0,,0,44,PROPN VERB NUM NUM PUNCT VERB NOUN NOUN VERB ADJ PROPN NOUN NOUN NOUN PUNCT VERB VERB PUNCT VERB PUNCT NOUN VERB NOUN PROPN ADJ PUNCT VERB ADJ PUNCT NOUN PROPN NOUN ADV ADJ PUNCT PROPN ADV ADV PUNCT SPACE VERB PROPN ADJ NOUN PUNCT,22.22,20.0,6.67,11.11,0.32,pos
1011,Wonderful,"buy phone September 2017 Diwali Pale cost ask . 4 month happy phone performance . 32 gb memory good heavy user . 
  give build option let explore amazing cool ape tune . 
  test water resistant phone performance good .",4,2018-01-01 00:00:00,13,29,42,70,5,0,,0,,0,39,VERB NOUN PROPN NUM PROPN PROPN NOUN NOUN PUNCT NUM NOUN ADJ NOUN NOUN PUNCT NUM PROPN NOUN ADJ ADJ NOUN PUNCT SPACE VERB NOUN NOUN VERB VERB ADJ ADJ NOUN NOUN PUNCT SPACE NOUN NOUN ADJ NOUN NOUN ADJ PUNCT,39.02,9.76,0.0,17.07,0.31,pos
1031,Flipkart is very good way to buy any products,"Flipkart late 
 
  Astir High Advocate , Surgeon , finally get awaited shone 7 , phone year flipkart amazing . 
 
  thankful flipkart understanding customer thankful flipkart excellent service . 
 
  Flipkart deliver shone 7 07 - 10 - 2016 720 pm , Apple conduct India launch . Flipkart word genuine product . 
 
  shine 7 look awesome phone excellent camera . new home button fast previous iphone sound quality good   battery satisfactory . 
 
  heartily recommend buy flipkart . 
 
  thankful flipkart .......",5,2016-10-01 00:00:00,10,24,34,125,9,0,,0,,0,78,PROPN ADV SPACE PROPN PROPN PROPN PUNCT PROPN PUNCT ADV AUX VERB NOUN NUM PUNCT NOUN NOUN NOUN ADJ PUNCT SPACE ADJ ADJ NOUN NOUN ADJ PROPN ADJ NOUN PUNCT SPACE PROPN VERB VERB NUM NUM PUNCT NUM PUNCT NUM NUM NOUN PUNCT PROPN VERB PROPN NOUN PUNCT ADJ NOUN ADJ NOUN PUNCT SPACE VERB NUM VERB ADJ NOUN ADJ NOUN PUNCT ADJ NOUN NOUN ADJ ADJ PROPN NOUN NOUN ADJ SPACE NOUN ADJ PUNCT SPACE ADV VERB VERB NOUN PUNCT SPACE ADJ NOUN PUNCT,23.53,9.41,3.53,17.65,0.29,neu
1023,Flipkart delivery service was a pain... The phone is great,"Flipkart take good 16 day , 55 sweet numerous call deliver order . get 2 week later launch preordere . take 3 star delivery service . 
 
  come phone , good experience far . get turn .",2,2016-10-01 00:00:00,10,21,31,54,5,0,,0,,0,36,PROPN VERB ADJ NUM NOUN PUNCT NUM ADJ ADJ NOUN VERB NOUN PUNCT AUX NUM NOUN ADV NOUN VERB PUNCT VERB NUM NOUN NOUN NOUN PUNCT SPACE VERB NOUN PUNCT ADJ NOUN ADV PUNCT AUX NOUN PUNCT,29.73,13.51,5.41,10.81,0.32,neu
1024,Super!,"apple product , r good smartphone . 
  performance expect .. 
  camera good , 
  battery - depend use ... bad compare andro phone 
  atla love phone ... thank Flipkart valuable product",5,2018-10-01 00:00:00,12,28,40,42,2,0,,0,,0,30,PROPN NOUN PUNCT DET ADJ NOUN PUNCT SPACE NOUN VERB PUNCT SPACE PROPN PROPN PUNCT SPACE NOUN PUNCT NOUN NOUN PUNCT ADJ VERB NOUN NOUN SPACE PROPN PROPN NOUN PUNCT VERB PROPN ADJ NOUN,29.41,8.82,0.0,8.82,0.3,pos
1025,Thanks to Flipkart,"awesome product - usual Apple . have round jack point irritant . 
 
  hat Flipkart- get phone 7.15 pm th oct . wonder people quote get .",5,2016-10-01 00:00:00,6,10,16,39,3,0,,0,,0,26,ADJ NOUN PUNCT ADJ PROPN PUNCT AUX PROPN PROPN PROPN ADJ PUNCT SPACE NOUN NOUN VERB NOUN NUM NOUN X PROPN PROPN NOUN NOUN INTJ VERB PUNCT,25.93,7.41,0.0,11.11,0.38,neu
1026,Really Nice,"great phone one able difference . 
  delivery time 
  note- u new phone think buying 7 save ask .",4,2017-01-01 00:00:00,7,13,20,44,2,0,,0,,0,18,ADJ NOUN NUM ADJ NOUN PUNCT SPACE NOUN NOUN SPACE ADV PROPN ADJ NOUN VERB VERB NUM NOUN NOUN PUNCT,35.0,10.0,5.0,15.0,0.35,neu
1027,Upgrade from iPhone 5S,"camera improve leap bound , probably dslr quality term functionality . bone processing power superb . 50 different ape simultaneously , phone hang drain battery . 
 
  Met Black upgrade . look feel class . 
 
  finally Flipkart good delivery update .",5,2017-03-01 00:00:00,5,7,12,63,6,0,,0,,0,40,PROPN VERB PROPN VERB PUNCT ADV ADJ NOUN NOUN NOUN PUNCT NOUN NOUN NOUN PROPN PUNCT NUM ADJ NOUN ADV PUNCT NOUN VERB PROPN NOUN PUNCT SPACE PROPN PROPN NOUN PUNCT VERB VERB NOUN PUNCT SPACE ADV PROPN ADJ NOUN NOUN PUNCT,30.95,11.9,7.14,7.14,0.42,neu
1028,Fabulous!,"Gros Great Build , great Camerawish unload picture , Great Studio . septic work . 
 
  son headphone jack , carry wired headphone use Sac shone   . case phone perfect fit cover speaker hole , not buy case iPhone6 assume fit .",5,2016-10-01 00:00:00,8,17,25,60,4,0,,0,,0,41,PROPN PROPN PROPN PUNCT ADJ ADJ NOUN NOUN PUNCT PROPN PROPN PUNCT NOUN NOUN PUNCT SPACE PROPN PROPN PROPN PUNCT VERB ADJ NOUN VERB PROPN NOUN SPACE PUNCT NOUN NOUN ADJ ADJ NOUN NOUN NOUN PUNCT PART VERB NOUN ADP PROPN PROPN PUNCT,27.91,6.98,0.0,11.63,0.32,pos
1029,Nice Work,"packed orchestrate Flipkart . phone 7 , excellent",1,2016-10-01 00:00:00,20,59,79,12,3,0,,0,,0,8,VERB VERB PROPN PUNCT NOUN NUM PUNCT ADJ,12.5,25.0,0.0,12.5,0.25,neu
1035,Defected handset,"order shone 7 jet black 128 receive May st shone explore apple product 2 day find defect silent button . not know loose phone switch silent ring mode automatically . finally decide exchange product dint find option replaceexchange . spend ask INR get defeat hand not know . 
 
  hope read flipkart help way invest considerably huge convenience mobile service center . want service center get old phone repair .",1,2017-05-01 00:00:00,8,19,27,146,7,0,,0,,0,69,NOUN VERB NUM NOUN NOUN NUM VERB PROPN PROPN NOUN VERB NOUN NOUN NUM NOUN NOUN ADJ ADJ NOUN PUNCT PART VERB ADJ NOUN VERB ADJ NOUN NOUN ADV PUNCT ADV VERB NOUN NOUN NOUN VERB NOUN NOUN PUNCT VERB VERB PROPN AUX NOUN NOUN PART VERB PUNCT SPACE NOUN VERB PROPN PROPN PROPN VERB ADV ADJ NOUN NOUN NOUN PROPN PUNCT VERB PROPN NOUN VERB ADJ NOUN NOUN PUNCT,37.14,20.0,4.29,8.57,0.3,neu
1046,Wonderful,"review product 
 
  shone 5 earlier phone amazing . speed performance . Camera good quality image come stabilized crisp . black color design curve phone awesome . 
 
  secondly let talk Flipkart delivery . want end Flipkart introduce transparent delivery system save customer nightmare like situation specifically big sale . product get delay week body able clear picture delay go deliver . hope time Flipkart go manage delivery efficiently . 
 
  thank Flipkart wonderful phone .",4,2016-10-01 00:00:00,4,7,11,142,10,0,,0,,0,73,PROPN NOUN SPACE NOUN NUM ADJ NOUN ADJ PUNCT NOUN NOUN PUNCT NOUN ADJ NOUN NOUN VERB VERB ADV PUNCT ADJ NOUN NOUN NOUN NOUN NOUN PUNCT SPACE ADV VERB VERB PROPN NOUN PUNCT VERB NOUN PROPN VERB ADJ NOUN NOUN VERB NOUN NOUN SCONJ NOUN ADV ADJ NOUN PUNCT NOUN VERB NOUN NOUN NOUN ADJ ADJ NOUN NOUN VERB VERB PUNCT NOUN NOUN PROPN VERB VERB NOUN ADV PUNCT SPACE VERB PROPN ADJ NOUN PUNCT,40.79,17.11,5.26,11.84,0.36,pos
1032,outstanding,"world , word explain review . Apple rock . W.S. Retailer outstanding service",5,2016-10-01 00:00:00,4,6,10,23,4,0,,0,,0,13,NOUN PUNCT NOUN VERB NOUN PUNCT PROPN NOUN PUNCT PROPN PROPN ADJ NOUN,38.46,7.69,0.0,7.69,0.4,pos
1034,Awesome Product,"awesome product awesome service 
 
  thank 
  Samsad",5,2016-10-01 00:00:00,5,9,14,8,1,0,,0,,0,6,ADJ NOUN PROPN NOUN SPACE VERB SPACE ADJ,25.0,12.5,0.0,25.0,0.36,pos
1047,"Misleading ads, All hype not worth it","see phone come tireless earphone . earpod teach navvy person , see earpod product description think earpod careless earphone . receive delivery surprise normal earphone , earphone connect phone directly require connect cord . carry additional dingy cable . , packing accessory louse - didn expect apple product price tag . 
 
  problem sound volume certain . 
 
  hope worth . think buy phone well value price .",1,2016-10-01 00:00:00,29,108,137,123,8,0,,0,,0,66,VERB NOUN VERB NOUN NOUN PUNCT PROPN VERB ADJ NOUN PUNCT VERB PROPN NOUN NOUN VERB PROPN ADJ NOUN PUNCT VERB NOUN NOUN ADJ NOUN PUNCT NOUN VERB NOUN ADV VERB ADJ NOUN PUNCT VERB ADJ NOUN NOUN PUNCT PUNCT VERB NOUN NOUN PUNCT PROPN VERB NOUN NOUN NOUN NOUN PUNCT SPACE NOUN VERB NOUN ADJ PUNCT SPACE NOUN ADJ PUNCT VERB VERB NOUN NOUN NOUN NOUN PUNCT,41.18,20.59,1.47,10.29,0.21,neg
1079,Brilliant,"great phone get ecosystem andro will not disappoint , phone like old nikita feature phone good manner let want , open ape spilt second , camera good 2017 . fix good camera , great battery life uphill give 8 - 9 screen usage low power mode plus budget permit feel weird galaxy note 4 habituate screen size . recommend midrange andro phone good world . charge provide slow camp throw garage buy ask quick charge phone support qualcomm quick charge 2.0 charge fast 0 - 80 % 50 mind get heat normal . thing annoying find 3.5 mm headphone adapt need plug headphnone not use stock headphone great . face performance issue 2 month performance like new get . 
  P.s - andro user use note 4 phone 7",5,2017-07-01 00:00:00,5,8,13,261,3,0,,0,,0,128,ADJ NOUN VERB NOUN NOUN VERB PART VERB PUNCT NOUN SCONJ ADJ PROPN NOUN NOUN ADJ NOUN VERB VERB PUNCT VERB NOUN NOUN ADV PUNCT NOUN ADJ NUM PUNCT VERB ADJ NOUN PUNCT ADJ NOUN NOUN ADV VERB NUM SYM NUM NOUN NOUN ADJ NOUN NOUN CCONJ NOUN NOUN VERB ADJ NOUN VERB NUM NOUN NOUN NOUN PUNCT PROPN PROPN PROPN NOUN ADJ PROPN PUNCT VERB VERB ADJ NOUN NOUN NOUN NOUN VERB ADJ NOUN NOUN NOUN PROPN PROPN NOUN NUM NOUN ADJ NUM SYM NUM NOUN NUM NOUN VERB NOUN ADJ PUNCT NOUN ADJ VERB NUM NUM NOUN NOUN VERB NOUN NOUN PART VERB NOUN NOUN ADJ PUNCT NOUN NOUN NOUN NUM NOUN NOUN SCONJ PROPN NOUN PUNCT SPACE PROPN PUNCT PROPN NOUN NOUN NOUN NUM NOUN NUM,41.09,13.18,1.55,11.63,0.38,pos
1086,"Apple iPhone 7, 128GB Review","got new shone 7 deliver Flipkart , 24 hour place order . 16 GB shine , clearly 7 huge leap . big screen look feel brilliant , new home button lightne quick , camera short amazing course , water dust resistance make 7 well bet constant traveller like . force touch intuitiveness fantastic . speed functionality 7 certainly productivity boost",5,2016-11-01 00:00:00,4,10,14,94,6,0,,0,,0,60,VERB ADJ NOUN NUM VERB PROPN PUNCT NUM NOUN NOUN NOUN PUNCT NUM PROPN NOUN PUNCT ADV NUM ADJ NOUN PUNCT ADJ NOUN VERB VERB ADJ PUNCT ADJ NOUN NOUN NOUN ADJ PUNCT NOUN ADJ ADJ NOUN PUNCT NOUN NOUN NOUN VERB NUM ADV VERB ADJ NOUN SCONJ PUNCT NOUN NOUN NOUN PROPN PUNCT NOUN NOUN NUM ADV NOUN NOUN,38.33,10.0,5.0,15.0,0.29,neu
1101,AFTER 1Yr OF USE....,"FANTASTIC PHONE 
  get dream phone day order prove nightmare . 
  Battery go bu 10 % simply work 20 minute . 
  return option work say visit apple support . 
  replace product piece model slight battery crisis . 
  Shone performance fantastic imagination . 
  edit review add point 1 use 
  1.great camera , specially primary one.good low light performance . 
  think camera well 30 k chinese band . 
  2.battery ok ok type.it day air user.you need power bank travel . 
  3.fearless user interface great touch 
  4.fattest phone 
  5.timely software update 
  6.very slim class look 
  7.great build quality , need worry slip hand.it ok time . 
  thing apple need introduce fast charging option take 1 hour n 40 minute charge fully . 
  ... apple fan .....",4,2018-12-01 00:00:00,5,10,15,183,11,0,,0,,0,122,PROPN PROPN SPACE VERB NOUN NOUN NOUN NOUN VERB NOUN PUNCT SPACE NOUN VERB ADP NUM NOUN ADV VERB NUM NOUN PUNCT SPACE NOUN NOUN NOUN VERB VERB NOUN NOUN PUNCT SPACE VERB NOUN NOUN NOUN ADJ NOUN NOUN PUNCT SPACE NOUN NOUN ADJ NOUN PUNCT SPACE NOUN NOUN VERB NOUN NUM NOUN SPACE NUM NOUN PUNCT ADV ADJ PROPN ADJ ADJ NOUN PUNCT SPACE VERB PROPN INTJ NUM NOUN ADJ NOUN PUNCT SPACE NUM NOUN INTJ X NOUN NOUN PRON VERB NOUN NOUN NOUN PUNCT SPACE NUM NOUN NOUN ADJ NOUN SPACE NUM NOUN SPACE NUM NOUN NOUN SPACE NUM ADJ NOUN NOUN SPACE NUM NOUN NOUN PUNCT VERB NOUN NOUN X ADJ NOUN PUNCT SPACE NOUN PROPN VERB VERB ADJ NOUN NOUN VERB NUM NOUN ADV NUM NOUN NOUN ADV PUNCT SPACE PUNCT PROPN PROPN PUNCT,39.13,10.14,2.9,7.25,0.33,neu
1044,Great Phone at Great Price,"Great shone awesome user interface 
  beat phone 
  great price simply exchange old Samsung Grand phone sell open market receive maximum Flipkart exchange 
  Flipkart shopping experience superb 
  Genuine Product unbearable price",5,2017-01-01 00:00:00,5,10,15,55,1,0,,0,,0,30,ADJ NOUN ADJ NOUN NOUN SPACE ADJ NOUN SPACE ADJ NOUN ADV VERB ADJ PROPN PROPN NOUN VERB ADJ NOUN VERB ADJ PROPN NOUN SPACE PROPN NOUN NOUN NOUN SPACE ADJ PROPN ADJ NOUN,35.29,8.82,2.94,26.47,0.33,pos
1045,Amazing product,product amazing upgrade shone 6 shone 7 wonderful product nice build quality feature buy product get cheap rate Flipkart ..,5,2017-12-01 00:00:00,3,7,10,43,1,0,,0,,0,20,NOUN ADJ NOUN VERB NUM VERB NUM ADJ NOUN ADJ VERB NOUN NOUN VERB NOUN VERB ADJ NOUN PROPN PUNCT,35.0,25.0,0.0,20.0,0.3,pos
1103,Decent phone. Recommend going for 7 plus or 8 plus,"shone experience good , courtesy Flipkart . phone come mention description , damage taper . get exchange plus Is.31000 big billion day include semi offer etc.which good price . 
  product , 
  Gros - 
  1 . twitch andro shone easy . whatsapp goose cloud find way previous chat goose loud . 
  2 . shot andro g drive , need download phone unnecessary space . 
  3 . Camera amazing build effect . 
  4 . badly portrait mode . download pp . 
  5 . amazing , obviously consider apple product . 
  6 . multitasking twitch ape fearless 
  Sons - 
  1 . door battery life . last hour moderate use . 
  2 . fast charging , use adapt . charge 0 100 2 hour . 40 - 50 % charge half hour . 
  3 . small screen . 4.7 inch small compare 5 5.5 inch provide well experience 
  4 . need protective cover screen doesn break , change look . buy spite 
  5 . headphone jack , matter .",5,2018-01-01 00:00:00,9,35,44,229,29,0,,0,,0,165,NOUN NOUN ADJ PUNCT VERB PROPN PUNCT NOUN VERB NOUN NOUN PUNCT NOUN NOUN PUNCT AUX NOUN CCONJ PROPN ADJ NUM NOUN VERB ADJ VERB PROPN ADJ NOUN PUNCT SPACE NOUN PUNCT SPACE PROPN PUNCT SPACE NUM PUNCT NOUN PROPN NOUN ADV PUNCT ADJ NOUN NOUN VERB NOUN ADJ NOUN NOUN ADJ PUNCT SPACE NUM PUNCT PROPN PROPN PROPN NOUN PUNCT VERB NOUN NOUN ADJ NOUN PUNCT SPACE NUM PUNCT NOUN ADJ NOUN NOUN PUNCT SPACE NUM PUNCT ADV NOUN NOUN PUNCT PROPN PROPN PUNCT SPACE NUM PUNCT ADJ PUNCT ADV VERB NOUN NOUN PUNCT SPACE NUM PUNCT NOUN NOUN NOUN NOUN SPACE NOUN PUNCT SPACE NUM PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN ADJ NOUN PUNCT SPACE NUM PUNCT ADJ NOUN PUNCT VERB NOUN PUNCT NOUN NUM NUM NUM NOUN PUNCT NUM SYM NUM NOUN NOUN ADJ NOUN PUNCT SPACE NUM PUNCT ADJ NOUN PUNCT NUM NOUN ADJ VERB NUM NUM NOUN VERB ADJ NOUN SPACE NUM PUNCT VERB ADJ NOUN NOUN PROPN PROPN PUNCT NOUN NOUN PUNCT VERB PROPN SPACE NUM PUNCT PROPN PROPN PUNCT PROPN PUNCT,30.17,6.7,1.68,10.06,0.2,neu
1209,Terrific purchase,"Gros 
  1 elegant design 
  2 rise gold simply superb 
  3 sterno speaker -- loud shone 
  quality 1010 
  5 Signal reception excellent 
  6 Battery life need test . hour . battery drain slow . sure battery life good . 
  performance wise beast . impressed 
  8 memory start 32 gb high relief 
  water drooping --- dint test 
  10 Camera 910 --- s Google fix well camera . test soon . 
 
  son 
  1 miss home button . fingerprint senior embed display will not natural feeling home button 
  2 lack audit jack . 
 
  lastly want thank flipkart deliver phone th October 2016 . thank lot . overall happy shone 7 .",5,2016-10-01 00:00:00,3,14,17,152,13,0,,0,,0,107,PROPN SPACE NUM ADJ NOUN SPACE NUM VERB NOUN ADV PROPN SPACE NUM NOUN NOUN PUNCT ADJ NOUN SPACE NOUN NUM SPACE NUM PROPN NOUN ADJ SPACE NUM PROPN NOUN NOUN NOUN PUNCT NOUN PUNCT NOUN NOUN ADJ PUNCT ADJ NOUN NOUN ADJ PUNCT SPACE NOUN ADJ NOUN PUNCT ADJ SPACE NUM NOUN NOUN NUM PROPN ADJ NOUN SPACE NOUN NOUN PUNCT NOUN NOUN SPACE NUM PROPN NUM PUNCT PART PROPN NOUN ADV NOUN PUNCT NOUN ADV PUNCT SPACE PROPN SPACE NUM PROPN NOUN NOUN PUNCT PROPN ADJ NOUN NOUN VERB PART ADJ NOUN NOUN NOUN SPACE NUM NOUN NOUN NOUN PUNCT SPACE ADV VERB VERB PROPN VERB NOUN X PROPN NUM PUNCT VERB NOUN PUNCT ADJ ADJ NOUN NUM PUNCT,33.06,4.96,3.31,10.74,0.18,neu
1228,Flipkart Rocks!!!,".... crime member use extensively end buy phone Flipkart . great option Flipkart ... 
  Exchange Rates   nation check result value have type IMEI .. 
  customised Credit Hard emi option 
  offer domestic card 
  commit deliver   package delivery TAT 
  thank Flipkart good experience 
 
  upgrade shone 6- 
 
  lovely device 
 
   yes 
  Camera 
  battery 
  d Touch 
  Letter 10 Ship - speed efficiency 
  Waterproof 
  Sterno Wounds 
  letter LTE Speed 
  Cap tic Button 
  letter color",5,2017-04-01 00:00:00,2,8,10,105,4,0,,0,,0,68,PUNCT NOUN NOUN NOUN ADV VERB VERB NOUN PROPN PUNCT ADJ NOUN PROPN PUNCT SPACE PROPN PROPN SPACE NOUN NOUN NOUN NOUN AUX NOUN PROPN PUNCT SPACE ADJ PROPN PROPN NOUN NOUN SPACE VERB ADJ NOUN SPACE NOUN VERB SPACE NOUN NOUN PROPN SPACE VERB PROPN ADJ NOUN SPACE PROPN NOUN NUM SPACE ADJ NOUN SPACE INTJ SPACE NOUN SPACE NOUN SPACE PROPN PROPN SPACE NOUN NUM NOUN PUNCT NOUN NOUN SPACE ADJ SPACE PROPN NOUN SPACE NOUN NOUN PROPN SPACE PROPN ADJ PROPN SPACE NOUN NOUN,34.48,5.75,1.15,8.05,0.2,neu
1231,Highly recommended,"phone beast . phone super awesome . sleek photo clarity superb . Headset rock . battery last nearly half day . andro year definitely stable , include ape . touch senior tactic engine tremendous fast responsive . Camera stun , nexus plus far , definitely well phone term quality . happy purchase",5,2016-10-01 00:00:00,3,17,20,92,8,0,,0,,0,52,NOUN NOUN PUNCT NOUN ADV ADV PUNCT ADJ NOUN NOUN NOUN PUNCT PROPN NOUN PUNCT NOUN ADJ ADV ADJ NOUN PUNCT PROPN NOUN ADV ADJ PUNCT VERB NOUN PUNCT VERB ADJ ADJ NOUN ADJ ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN CCONJ ADV PUNCT ADV ADV NOUN NOUN NOUN PUNCT ADJ NOUN,38.46,3.85,13.46,17.31,0.15,neu
1260,Apple Nails It Again!,"matter people , shone 7 good phone buy market . 4.7 inch display beautiful beat 1080p display market . battery life amazing 24 hour use . major improvement camera . improve significantly capture stunning photo . absence headphone jack doesn bother use bluetooth headphone need use include lighting ear pad . planning buy phone trainer . phone fantastic experience kind . 
  delivery Flipkart outstanding . launch 7 pm receive product 825 pm , ask .",5,2016-10-01 00:00:00,1,9,10,151,10,0,,0,,0,75,NOUN NOUN PUNCT VERB NUM ADJ NOUN NOUN NOUN PUNCT NUM NOUN NOUN ADJ NOUN NUM NOUN NOUN PUNCT NOUN NOUN VERB NUM NOUN NOUN PUNCT ADJ NOUN NOUN PUNCT VERB ADV VERB ADJ NOUN PUNCT VERB PROPN PROPN PROPN VERB VERB ADJ NOUN NOUN NOUN VERB NOUN NOUN NOUN PUNCT NOUN VERB NOUN NOUN PUNCT NOUN ADJ NOUN NOUN PUNCT SPACE NOUN PROPN ADJ PUNCT NOUN NUM NOUN VERB NOUN NUM NOUN PUNCT VERB PUNCT,44.74,14.47,1.32,9.21,0.1,neu
1074,The best iPhone ever!,faulty piece hiss sound receive get replace apple care .,4,2016-10-01 00:00:00,10,28,38,14,1,0,,0,,0,10,ADJ NOUN PROPN NOUN VERB VERB NOUN NOUN NOUN PUNCT,50.0,20.0,0.0,10.0,0.26,pos
1075,iphone 7,"m extinction shine problem create . 
  ringtone key work 
  purchase insurance 4000 phone new replace",1,2017-01-01 00:00:00,15,44,59,32,2,0,,0,,0,15,X PROPN PROPN NOUN VERB PUNCT SPACE VERB PROPN NOUN SPACE VERB NOUN NUM NOUN ADJ NOUN,29.41,17.65,0.0,5.88,0.25,neu
1076,Worth every penny,phone superb awesome product apple buy animal apple good trust ask   not think buy ...,5,6 months ago,18,63,81,25,1,0,,0,,0,15,NOUN PROPN ADJ NOUN NOUN VERB NOUN PROPN ADJ NOUN NOUN SPACE PART VERB VERB PUNCT,37.5,18.75,0.0,12.5,0.22,neu
1077,Useless product,"experience bad .. purchase phone , 4 day come problem example- hang , danser , colour carry . purchase phone throw filpcard . complete filpcad customer care , bad response receive hear ....",1,2017-05-01 00:00:00,7,18,25,45,4,0,,0,,0,33,NOUN ADJ PUNCT NOUN NOUN PUNCT NUM NOUN VERB NOUN PROPN PROPN PUNCT NOUN PUNCT PROPN PROPN PUNCT VERB NOUN NOUN NOUN PUNCT ADJ PROPN NOUN NOUN PUNCT ADJ NOUN VERB VERB PUNCT,36.36,12.12,0.0,9.09,0.28,neu
1078,Expected a better product,"shone awesome doubt ... 
 
  Flipkart packing pathetic . deliver time product dusty . old . , phone box seal . sure come seal store .",2,2018-12-01 00:00:00,5,11,16,39,5,0,,0,,0,25,NOUN ADJ NOUN PUNCT SPACE PROPN VERB ADJ PUNCT VERB NOUN NOUN ADJ PUNCT ADJ PROPN PUNCT NOUN NOUN NOUN PUNCT INTJ VERB NOUN NOUN PUNCT,34.62,11.54,0.0,15.38,0.31,neu
1080,It is hanging..,"not buy , phone hang .",1,2017-02-01 00:00:00,4,8,12,7,1,0,,0,,0,6,PART VERB PUNCT NOUN NOUN PUNCT,33.33,16.67,0.0,0.0,0.33,neu
