Sr.No,Review_Title,Review_Text,Review_Rating,Buyer_Type,Review_Date,Upvote,Downvote,read,Sum_of_Up_Down,Len_before,Num_Sentence,No_QMark,No_ExMark,No_Upper,No_proper,Emoji_Count,h,Len_after,POS
1010,Happy and satisfied,"upgrade shone 6 7 . know lot people agree significant upgrade term look hardware . let tell , invoke . moment hold device matt black , feel different . fan Apple product late favourite . camera significantly well . 
 
  thank Flipkart timely delivery .",5,Certified Buyer,"Oct, 2016",11,23,,34,74,7,0,,0,,0,0.32,44,PROPN VERB NUM NUM PUNCT VERB NOUN NOUN VERB ADJ PROPN NOUN NOUN NOUN PUNCT VERB VERB PUNCT VERB PUNCT NOUN VERB NOUN PROPN ADJ PUNCT VERB ADJ PUNCT NOUN PROPN NOUN ADV ADJ PUNCT PROPN ADV ADV PUNCT SPACE VERB PROPN ADJ NOUN PUNCT
1011,Wonderful,"buy phone September 2017 Diwali Pale cost ask . 4 month happy phone performance . 32 gb memory good heavy user . 
  give build option let explore amazing cool ape tune . 
  test water resistant phone performance good .",4,Certified Buyer,"Jan, 2018",13,29,,42,70,5,0,,0,,0,0.31,39,VERB NOUN PROPN NUM PROPN PROPN NOUN NOUN PUNCT NUM NOUN ADJ NOUN NOUN PUNCT NUM PROPN NOUN ADJ ADJ NOUN PUNCT SPACE VERB NOUN NOUN VERB VERB ADJ ADJ NOUN NOUN PUNCT SPACE NOUN NOUN ADJ NOUN NOUN ADJ PUNCT
1012,Super!,phone .....,5,Certified Buyer,5 months ago,5,5,,10,2,1,0,,0,,0,0.5,2,NOUN PUNCT
1031,Flipkart is very good way to buy any products,"Flipkart late 
 
  Astir High Advocate , Surgeon , finally get awaited shone 7 , phone year flipkart amazing . 
 
  thankful flipkart understanding customer thankful flipkart excellent service . 
 
  Flipkart deliver shone 7 07 - 10 - 2016 720 pm , Apple conduct India launch . Flipkart word genuine product . 
 
  shine 7 look awesome phone excellent camera . new home button fast previous iphone sound quality good   battery satisfactory . 
 
  heartily recommend buy flipkart . 
 
  thankful flipkart .......",5,Certified Buyer,"Oct, 2016",10,24,READ MORE,34,125,9,0,,0,,0,0.29,78,PROPN ADV SPACE PROPN PROPN PROPN PUNCT PROPN PUNCT ADV AUX VERB NOUN NUM PUNCT NOUN NOUN NOUN ADJ PUNCT SPACE ADJ ADJ NOUN NOUN ADJ PROPN ADJ NOUN PUNCT SPACE PROPN VERB VERB NUM NUM PUNCT NUM PUNCT NUM NUM NOUN PUNCT PROPN VERB PROPN NOUN PUNCT ADJ NOUN ADJ NOUN PUNCT SPACE VERB NUM VERB ADJ NOUN ADJ NOUN PUNCT ADJ NOUN NOUN ADJ ADJ PROPN NOUN NOUN ADJ SPACE NOUN ADJ PUNCT SPACE ADV VERB VERB NOUN PUNCT SPACE ADJ NOUN PUNCT
1023,Flipkart delivery service was a pain... The phone is great,"Flipkart take good 16 day , 55 sweet numerous call deliver order . get 2 week later launch preordere . take 3 star delivery service . 
 
  come phone , good experience far . get turn .",2,Certified Buyer,"Oct, 2016",10,21,,31,54,5,0,,0,,0,0.32,36,PROPN VERB ADJ NUM NOUN PUNCT NUM ADJ ADJ NOUN VERB NOUN PUNCT AUX NUM NOUN ADV NOUN VERB PUNCT VERB NUM NOUN NOUN NOUN PUNCT SPACE VERB NOUN PUNCT ADJ NOUN ADV PUNCT AUX NOUN PUNCT
1024,Super!,"apple product , r good smartphone . 
  performance expect .. 
  camera good , 
  battery - depend use ... bad compare andro phone 
  atla love phone ... thank Flipkart valuable product",5,Certified Buyer,"Oct, 2018",12,28,,40,42,2,0,,0,,0,0.3,30,PROPN NOUN PUNCT DET ADJ NOUN PUNCT SPACE NOUN VERB PUNCT SPACE PROPN PROPN PUNCT SPACE NOUN PUNCT NOUN NOUN PUNCT ADJ VERB NOUN NOUN SPACE PROPN PROPN NOUN PUNCT VERB PROPN ADJ NOUN
1025,Thanks to Flipkart,"awesome product - usual Apple . have round jack point irritant . 
 
  hat Flipkart- get phone 7.15 pm th oct . wonder people quote get .",5,Certified Buyer,"Oct, 2016",6,10,,16,39,3,0,,0,,0,0.38,26,ADJ NOUN PUNCT ADJ PROPN PUNCT AUX PROPN PROPN PROPN ADJ PUNCT SPACE NOUN NOUN VERB NOUN NUM NOUN X PROPN PROPN NOUN NOUN INTJ VERB PUNCT
1026,Really Nice,"great phone one able difference . 
  delivery time 
  note- u new phone think buying 7 save ask .",4,Certified Buyer,"Jan, 2017",7,13,,20,44,2,0,,0,,0,0.35,18,ADJ NOUN NUM ADJ NOUN PUNCT SPACE NOUN NOUN SPACE ADV PROPN ADJ NOUN VERB VERB NUM NOUN NOUN PUNCT
1027,Upgrade from iPhone 5S,"camera improve leap bound , probably dslr quality term functionality . bone processing power superb . 50 different ape simultaneously , phone hang drain battery . 
 
  Met Black upgrade . look feel class . 
 
  finally Flipkart good delivery update .",5,Certified Buyer,"Mar, 2017",5,7,,12,63,6,0,,0,,0,0.42,40,PROPN VERB PROPN VERB PUNCT ADV ADJ NOUN NOUN NOUN PUNCT NOUN NOUN NOUN PROPN PUNCT NUM ADJ NOUN ADV PUNCT NOUN VERB PROPN NOUN PUNCT SPACE PROPN PROPN NOUN PUNCT VERB VERB NOUN PUNCT SPACE ADV PROPN ADJ NOUN NOUN PUNCT
1028,Fabulous!,"Gros Great Build , great Camerawish unload picture , Great Studio . septic work . 
 
  son headphone jack , carry wired headphone use Sac shone   . case phone perfect fit cover speaker hole , not buy case iPhone6 assume fit .",5,Certified Buyer,"Oct, 2016",8,17,,25,60,4,0,,0,,0,0.32,41,PROPN PROPN PROPN PUNCT ADJ ADJ NOUN NOUN PUNCT PROPN PROPN PUNCT NOUN NOUN PUNCT SPACE PROPN PROPN PROPN PUNCT VERB ADJ NOUN VERB PROPN NOUN SPACE PUNCT NOUN NOUN ADJ ADJ NOUN NOUN NOUN PUNCT PART VERB NOUN ADP PROPN PROPN PUNCT
1029,Nice Work,"packed orchestrate Flipkart . phone 7 , excellent",1,Certified Buyer,"Oct, 2016",20,59,,79,12,3,0,,0,,0,0.25,8,VERB VERB PROPN PUNCT NOUN NUM PUNCT ADJ
1035,Defected handset,"order shone 7 jet black 128 receive May st shone explore apple product 2 day find defect silent button . not know loose phone switch silent ring mode automatically . finally decide exchange product dint find option replaceexchange . spend ask INR get defeat hand not know . 
 
  hope read flipkart help way invest considerably huge convenience mobile service center . want service center get old phone repair .",1,Certified Buyer,"May, 2017",8,19,READ MORE,27,146,7,0,,0,,0,0.3,69,NOUN VERB NUM NOUN NOUN NUM VERB PROPN PROPN NOUN VERB NOUN NOUN NUM NOUN NOUN ADJ ADJ NOUN PUNCT PART VERB ADJ NOUN VERB ADJ NOUN NOUN ADV PUNCT ADV VERB NOUN NOUN NOUN VERB NOUN NOUN PUNCT VERB VERB PROPN AUX NOUN NOUN PART VERB PUNCT SPACE NOUN VERB PROPN PROPN PROPN VERB ADV ADJ NOUN NOUN NOUN PROPN PUNCT VERB PROPN NOUN VERB ADJ NOUN NOUN PUNCT
1046,Wonderful,"review product 
 
  shone 5 earlier phone amazing . speed performance . Camera good quality image come stabilized crisp . black color design curve phone awesome . 
 
  secondly let talk Flipkart delivery . want end Flipkart introduce transparent delivery system save customer nightmare like situation specifically big sale . product get delay week body able clear picture delay go deliver . hope time Flipkart go manage delivery efficiently . 
 
  thank Flipkart wonderful phone .",4,Certified Buyer,"Oct, 2016",4,7,READ MORE,11,142,10,0,,0,,0,0.36,73,PROPN NOUN SPACE NOUN NUM ADJ NOUN ADJ PUNCT NOUN NOUN PUNCT NOUN ADJ NOUN NOUN VERB VERB ADV PUNCT ADJ NOUN NOUN NOUN NOUN NOUN PUNCT SPACE ADV VERB VERB PROPN NOUN PUNCT VERB NOUN PROPN VERB ADJ NOUN NOUN VERB NOUN NOUN SCONJ NOUN ADV ADJ NOUN PUNCT NOUN VERB NOUN NOUN NOUN ADJ ADJ NOUN NOUN VERB VERB PUNCT NOUN NOUN PROPN VERB VERB NOUN ADV PUNCT SPACE VERB PROPN ADJ NOUN PUNCT
1032,outstanding,"world , word explain review . Apple rock . W.S. Retailer outstanding service",5,Certified Buyer,"Oct, 2016",4,6,,10,23,4,0,,0,,0,0.4,13,NOUN PUNCT NOUN VERB NOUN PUNCT PROPN NOUN PUNCT PROPN PROPN ADJ NOUN
1033,Fair,review use,3,Certified Buyer,"Oct, 2018",12,31,,43,5,1,0,,0,,0,0.28,2,NOUN NOUN
1034,Awesome Product,"awesome product awesome service 
 
  thank 
  Samsad",5,Certified Buyer,"Oct, 2016",5,9,,14,8,1,0,,0,,0,0.36,6,ADJ NOUN PROPN NOUN SPACE VERB SPACE ADJ
1047,"Misleading ads, All hype not worth it","see phone come tireless earphone . earpod teach navvy person , see earpod product description think earpod careless earphone . receive delivery surprise normal earphone , earphone connect phone directly require connect cord . carry additional dingy cable . , packing accessory louse - didn expect apple product price tag . 
 
  problem sound volume certain . 
 
  hope worth . think buy phone well value price .",1,Certified Buyer,"Oct, 2016",29,108,READ MORE,137,123,8,0,,0,,0,0.21,66,VERB NOUN VERB NOUN NOUN PUNCT PROPN VERB ADJ NOUN PUNCT VERB PROPN NOUN NOUN VERB PROPN ADJ NOUN PUNCT VERB NOUN NOUN ADJ NOUN PUNCT NOUN VERB NOUN ADV VERB ADJ NOUN PUNCT VERB ADJ NOUN NOUN PUNCT PUNCT VERB NOUN NOUN PUNCT PROPN VERB NOUN NOUN NOUN NOUN PUNCT SPACE NOUN VERB NOUN ADJ PUNCT SPACE NOUN ADJ PUNCT VERB VERB NOUN NOUN NOUN NOUN PUNCT
1079,Brilliant,"great phone get ecosystem andro will not disappoint , phone like old nikita feature phone good manner let want , open ape spilt second , camera good 2017 . fix good camera , great battery life uphill give 8 - 9 screen usage low power mode plus budget permit feel weird galaxy note 4 habituate screen size . recommend midrange andro phone good world . charge provide slow camp throw garage buy ask quick charge phone support qualcomm quick charge 2.0 charge fast 0 - 80 % 50 mind get heat normal . thing annoying find 3.5 mm headphone adapt need plug headphnone not use stock headphone great . face performance issue 2 month performance like new get . 
  P.s - andro user use note 4 phone 7",5,Certified Buyer,"Jul, 2017",5,8,READ MORE,13,261,3,0,,0,,0,0.38,128,ADJ NOUN VERB NOUN NOUN VERB PART VERB PUNCT NOUN SCONJ ADJ PROPN NOUN NOUN ADJ NOUN VERB VERB PUNCT VERB NOUN NOUN ADV PUNCT NOUN ADJ NUM PUNCT VERB ADJ NOUN PUNCT ADJ NOUN NOUN ADV VERB NUM SYM NUM NOUN NOUN ADJ NOUN NOUN CCONJ NOUN NOUN VERB ADJ NOUN VERB NUM NOUN NOUN NOUN PUNCT PROPN PROPN PROPN NOUN ADJ PROPN PUNCT VERB VERB ADJ NOUN NOUN NOUN NOUN VERB ADJ NOUN NOUN NOUN PROPN PROPN NOUN NUM NOUN ADJ NUM SYM NUM NOUN NUM NOUN VERB NOUN ADJ PUNCT NOUN ADJ VERB NUM NUM NOUN NOUN VERB NOUN NOUN PART VERB NOUN NOUN ADJ PUNCT NOUN NOUN NOUN NUM NOUN NOUN SCONJ PROPN NOUN PUNCT SPACE PROPN PUNCT PROPN NOUN NOUN NOUN NUM NOUN NUM
1086,"Apple iPhone 7, 128GB Review","got new shone 7 deliver Flipkart , 24 hour place order . 16 GB shine , clearly 7 huge leap . big screen look feel brilliant , new home button lightne quick , camera short amazing course , water dust resistance make 7 well bet constant traveller like . force touch intuitiveness fantastic . speed functionality 7 certainly productivity boost",5,Certified Buyer,"Nov, 2016",4,10,READ MORE,14,94,6,0,,0,,0,0.29,60,VERB ADJ NOUN NUM VERB PROPN PUNCT NUM NOUN NOUN NOUN PUNCT NUM PROPN NOUN PUNCT ADV NUM ADJ NOUN PUNCT ADJ NOUN VERB VERB ADJ PUNCT ADJ NOUN NOUN NOUN ADJ PUNCT NOUN ADJ ADJ NOUN PUNCT NOUN NOUN NOUN VERB NUM ADV VERB ADJ NOUN SCONJ PUNCT NOUN NOUN NOUN PROPN PUNCT NOUN NOUN NUM ADV NOUN NOUN
1101,AFTER 1Yr OF USE....,"FANTASTIC PHONE 
  get dream phone day order prove nightmare . 
  Battery go bu 10 % simply work 20 minute . 
  return option work say visit apple support . 
  replace product piece model slight battery crisis . 
  Shone performance fantastic imagination . 
  edit review add point 1 use 
  1.great camera , specially primary one.good low light performance . 
  think camera well 30 k chinese band . 
  2.battery ok ok type.it day air user.you need power bank travel . 
  3.fearless user interface great touch 
  4.fattest phone 
  5.timely software update 
  6.very slim class look 
  7.great build quality , need worry slip hand.it ok time . 
  thing apple need introduce fast charging option take 1 hour n 40 minute charge fully . 
  ... apple fan .....",4,Certified Buyer,"Dec, 2018",5,10,READ MORE,15,183,11,0,,0,,0,0.33,122,PROPN PROPN SPACE VERB NOUN NOUN NOUN NOUN VERB NOUN PUNCT SPACE NOUN VERB ADP NUM NOUN ADV VERB NUM NOUN PUNCT SPACE NOUN NOUN NOUN VERB VERB NOUN NOUN PUNCT SPACE VERB NOUN NOUN NOUN ADJ NOUN NOUN PUNCT SPACE NOUN NOUN ADJ NOUN PUNCT SPACE NOUN NOUN VERB NOUN NUM NOUN SPACE NUM NOUN PUNCT ADV ADJ PROPN ADJ ADJ NOUN PUNCT SPACE VERB PROPN INTJ NUM NOUN ADJ NOUN PUNCT SPACE NUM NOUN INTJ X NOUN NOUN PRON VERB NOUN NOUN NOUN PUNCT SPACE NUM NOUN NOUN ADJ NOUN SPACE NUM NOUN SPACE NUM NOUN NOUN SPACE NUM ADJ NOUN NOUN SPACE NUM NOUN NOUN PUNCT VERB NOUN NOUN X ADJ NOUN PUNCT SPACE NOUN PROPN VERB VERB ADJ NOUN NOUN VERB NUM NOUN ADV NUM NOUN NOUN ADV PUNCT SPACE PUNCT PROPN PROPN PUNCT
1044,Great Phone at Great Price,"Great shone awesome user interface 
  beat phone 
  great price simply exchange old Samsung Grand phone sell open market receive maximum Flipkart exchange 
  Flipkart shopping experience superb 
  Genuine Product unbearable price",5,Certified Buyer,"Jan, 2017",5,10,,15,55,1,0,,0,,0,0.33,30,ADJ NOUN ADJ NOUN NOUN SPACE ADJ NOUN SPACE ADJ NOUN ADV VERB ADJ PROPN PROPN NOUN VERB ADJ NOUN VERB ADJ PROPN NOUN SPACE PROPN NOUN NOUN NOUN SPACE ADJ PROPN ADJ NOUN
1045,Amazing product,product amazing upgrade shone 6 shone 7 wonderful product nice build quality feature buy product get cheap rate Flipkart ..,5,Certified Buyer,"Dec, 2017",3,7,,10,43,1,0,,0,,0,0.3,20,NOUN ADJ NOUN VERB NUM VERB NUM ADJ NOUN ADJ VERB NOUN NOUN VERB NOUN VERB ADJ NOUN PROPN PUNCT
1103,Decent phone. Recommend going for 7 plus or 8 plus,"shone experience good , courtesy Flipkart . phone come mention description , damage taper . get exchange plus Is.31000 big billion day include semi offer etc.which good price . 
  product , 
  Gros - 
  1 . twitch andro shone easy . whatsapp goose cloud find way previous chat goose loud . 
  2 . shot andro g drive , need download phone unnecessary space . 
  3 . Camera amazing build effect . 
  4 . badly portrait mode . download pp . 
  5 . amazing , obviously consider apple product . 
  6 . multitasking twitch ape fearless 
  Sons - 
  1 . door battery life . last hour moderate use . 
  2 . fast charging , use adapt . charge 0 100 2 hour . 40 - 50 % charge half hour . 
  3 . small screen . 4.7 inch small compare 5 5.5 inch provide well experience 
  4 . need protective cover screen doesn break , change look . buy spite 
  5 . headphone jack , matter .",5,Certified Buyer,"Jan, 2018",9,35,READ MORE,44,229,29,0,,0,,0,0.2,165,NOUN NOUN ADJ PUNCT VERB PROPN PUNCT NOUN VERB NOUN NOUN PUNCT NOUN NOUN PUNCT AUX NOUN CCONJ PROPN ADJ NUM NOUN VERB ADJ VERB PROPN ADJ NOUN PUNCT SPACE NOUN PUNCT SPACE PROPN PUNCT SPACE NUM PUNCT NOUN PROPN NOUN ADV PUNCT ADJ NOUN NOUN VERB NOUN ADJ NOUN NOUN ADJ PUNCT SPACE NUM PUNCT PROPN PROPN PROPN NOUN PUNCT VERB NOUN NOUN ADJ NOUN PUNCT SPACE NUM PUNCT NOUN ADJ NOUN NOUN PUNCT SPACE NUM PUNCT ADV NOUN NOUN PUNCT PROPN PROPN PUNCT SPACE NUM PUNCT ADJ PUNCT ADV VERB NOUN NOUN PUNCT SPACE NUM PUNCT NOUN NOUN NOUN NOUN SPACE NOUN PUNCT SPACE NUM PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN ADJ NOUN PUNCT SPACE NUM PUNCT ADJ NOUN PUNCT VERB NOUN PUNCT NOUN NUM NUM NUM NOUN PUNCT NUM SYM NUM NOUN NOUN ADJ NOUN PUNCT SPACE NUM PUNCT ADJ NOUN PUNCT NUM NOUN ADJ VERB NUM NUM NOUN VERB ADJ NOUN SPACE NUM PUNCT VERB ADJ NOUN NOUN PROPN PROPN PUNCT NOUN NOUN PUNCT VERB PROPN SPACE NUM PUNCT PROPN PROPN PUNCT PROPN PUNCT
1209,Terrific purchase,"Gros 
  1 elegant design 
  2 rise gold simply superb 
  3 sterno speaker -- loud shone 
  quality 1010 
  5 Signal reception excellent 
  6 Battery life need test . hour . battery drain slow . sure battery life good . 
  performance wise beast . impressed 
  8 memory start 32 gb high relief 
  water drooping --- dint test 
  10 Camera 910 --- s Google fix well camera . test soon . 
 
  son 
  1 miss home button . fingerprint senior embed display will not natural feeling home button 
  2 lack audit jack . 
 
  lastly want thank flipkart deliver phone th October 2016 . thank lot . overall happy shone 7 .",5,Certified Buyer,"Oct, 2016",3,14,READ MORE,17,152,13,0,,0,,0,0.18,107,PROPN SPACE NUM ADJ NOUN SPACE NUM VERB NOUN ADV PROPN SPACE NUM NOUN NOUN PUNCT ADJ NOUN SPACE NOUN NUM SPACE NUM PROPN NOUN ADJ SPACE NUM PROPN NOUN NOUN NOUN PUNCT NOUN PUNCT NOUN NOUN ADJ PUNCT ADJ NOUN NOUN ADJ PUNCT SPACE NOUN ADJ NOUN PUNCT ADJ SPACE NUM NOUN NOUN NUM PROPN ADJ NOUN SPACE NOUN NOUN PUNCT NOUN NOUN SPACE NUM PROPN NUM PUNCT PART PROPN NOUN ADV NOUN PUNCT NOUN ADV PUNCT SPACE PROPN SPACE NUM PROPN NOUN NOUN PUNCT PROPN ADJ NOUN NOUN VERB PART ADJ NOUN NOUN NOUN SPACE NUM NOUN NOUN NOUN PUNCT SPACE ADV VERB VERB PROPN VERB NOUN X PROPN NUM PUNCT VERB NOUN PUNCT ADJ ADJ NOUN NUM PUNCT
1228,Flipkart Rocks!!!,".... crime member use extensively end buy phone Flipkart . great option Flipkart ... 
  Exchange Rates   nation check result value have type IMEI .. 
  customised Credit Hard emi option 
  offer domestic card 
  commit deliver   package delivery TAT 
  thank Flipkart good experience 
 
  upgrade shone 6- 
 
  lovely device 
 
   yes 
  Camera 
  battery 
  d Touch 
  Letter 10 Ship - speed efficiency 
  Waterproof 
  Sterno Wounds 
  letter LTE Speed 
  Cap tic Button 
  letter color",5,Certified Buyer,"Apr, 2017",2,8,READ MORE,10,105,4,0,,0,,0,0.2,68,PUNCT NOUN NOUN NOUN ADV VERB VERB NOUN PROPN PUNCT ADJ NOUN PROPN PUNCT SPACE PROPN PROPN SPACE NOUN NOUN NOUN NOUN AUX NOUN PROPN PUNCT SPACE ADJ PROPN PROPN NOUN NOUN SPACE VERB ADJ NOUN SPACE NOUN VERB SPACE NOUN NOUN PROPN SPACE VERB PROPN ADJ NOUN SPACE PROPN NOUN NUM SPACE ADJ NOUN SPACE INTJ SPACE NOUN SPACE NOUN SPACE PROPN PROPN SPACE NOUN NUM NOUN PUNCT NOUN NOUN SPACE ADJ SPACE PROPN NOUN SPACE NOUN NOUN PROPN SPACE PROPN ADJ PROPN SPACE NOUN NOUN
1231,Highly recommended,"phone beast . phone super awesome . sleek photo clarity superb . Headset rock . battery last nearly half day . andro year definitely stable , include ape . touch senior tactic engine tremendous fast responsive . Camera stun , nexus plus far , definitely well phone term quality . happy purchase",5,Certified Buyer,"Oct, 2016",3,17,READ MORE,20,92,8,0,,0,,0,0.15,52,NOUN NOUN PUNCT NOUN ADV ADV PUNCT ADJ NOUN NOUN NOUN PUNCT PROPN NOUN PUNCT NOUN ADJ ADV ADJ NOUN PUNCT PROPN NOUN ADV ADJ PUNCT VERB NOUN PUNCT VERB ADJ ADJ NOUN ADJ ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN CCONJ ADV PUNCT ADV ADV NOUN NOUN NOUN PUNCT ADJ NOUN
1260,Apple Nails It Again!,"matter people , shone 7 good phone buy market . 4.7 inch display beautiful beat 1080p display market . battery life amazing 24 hour use . major improvement camera . improve significantly capture stunning photo . absence headphone jack doesn bother use bluetooth headphone need use include lighting ear pad . planning buy phone trainer . phone fantastic experience kind . 
  delivery Flipkart outstanding . launch 7 pm receive product 825 pm , ask .",5,Certified Buyer,"Oct, 2016",1,9,READ MORE,10,151,10,0,,0,,0,0.1,75,NOUN NOUN PUNCT VERB NUM ADJ NOUN NOUN NOUN PUNCT NUM NOUN NOUN ADJ NOUN NUM NOUN NOUN PUNCT NOUN NOUN VERB NUM NOUN NOUN PUNCT ADJ NOUN NOUN PUNCT VERB ADV VERB ADJ NOUN PUNCT VERB PROPN PROPN PROPN VERB VERB ADJ NOUN NOUN NOUN VERB NOUN NOUN NOUN PUNCT NOUN VERB NOUN NOUN PUNCT NOUN ADJ NOUN NOUN PUNCT SPACE NOUN PROPN ADJ PUNCT NOUN NUM NOUN VERB NOUN NUM NOUN PUNCT VERB PUNCT
1074,The best iPhone ever!,faulty piece hiss sound receive get replace apple care .,4,Certified Buyer,"Oct, 2016",10,28,,38,14,1,0,,0,,0,0.26,10,ADJ NOUN PROPN NOUN VERB VERB NOUN NOUN NOUN PUNCT
1075,iphone 7,"m extinction shine problem create . 
  ringtone key work 
  purchase insurance 4000 phone new replace",1,Certified Buyer,"Jan, 2017",15,44,,59,32,2,0,,0,,0,0.25,15,X PROPN PROPN NOUN VERB PUNCT SPACE VERB PROPN NOUN SPACE VERB NOUN NUM NOUN ADJ NOUN
1076,Worth every penny,phone superb awesome product apple buy animal apple good trust ask   not think buy ...,5,Certified Buyer,6 months ago,18,63,,81,25,1,0,,0,,0,0.22,15,NOUN PROPN ADJ NOUN NOUN VERB NOUN PROPN ADJ NOUN NOUN SPACE PART VERB VERB PUNCT
1077,Useless product,"experience bad .. purchase phone , 4 day come problem example- hang , danser , colour carry . purchase phone throw filpcard . complete filpcad customer care , bad response receive hear ....",1,Certified Buyer,"May, 2017",7,18,,25,45,4,0,,0,,0,0.28,33,NOUN ADJ PUNCT NOUN NOUN PUNCT NUM NOUN VERB NOUN PROPN PROPN PUNCT NOUN PUNCT PROPN PROPN PUNCT VERB NOUN NOUN NOUN PUNCT ADJ PROPN NOUN NOUN PUNCT ADJ NOUN VERB VERB PUNCT
1078,Expected a better product,"shone awesome doubt ... 
 
  Flipkart packing pathetic . deliver time product dusty . old . , phone box seal . sure come seal store .",2,Certified Buyer,"Dec, 2018",5,11,,16,39,5,0,,0,,0,0.31,25,NOUN ADJ NOUN PUNCT SPACE PROPN VERB ADJ PUNCT VERB NOUN NOUN ADJ PUNCT ADJ PROPN PUNCT NOUN NOUN NOUN PUNCT INTJ VERB NOUN NOUN PUNCT
1080,It is hanging..,"not buy , phone hang .",1,Certified Buyer,"Feb, 2017",4,8,,12,7,1,0,,0,,0,0.33,6,PART VERB PUNCT NOUN NOUN PUNCT
1081,Perfect product!,"apple device . honestly way well andro phone previously.a buy u want speed , awesome world class security.the delivery fast get 7000 cashback ... thank u flipkart",5,Certified Buyer,"Oct, 2016",4,8,,12,41,1,0,,0,,0,0.33,27,PROPN NOUN PUNCT ADV NOUN ADV PROPN NOUN NOUN VERB PRON NOUN NOUN PUNCT ADJ NOUN NOUN NOUN NOUN ADV VERB NUM NOUN PUNCT VERB PRON PROPN
1085,Simply awesome!,"receive Patte Black 128 GB version evening th . couple month usage experience far incredible . have 16 GB user past 4 year , hardware upgrade screen , raw speed storage need . 
 
  sleepless handle get temper glass , Otterbox Achieved Case , extra Apple Lightning Table Elkins War go Cradle complete pack .",5,Certified Buyer,"Dec, 2016",4,9,,13,85,4,0,,0,,0,0.31,54,VERB PROPN PROPN NUM PROPN NOUN NOUN X PUNCT NOUN NOUN NOUN NOUN ADV ADJ PUNCT AUX NUM PROPN NOUN ADV NUM NOUN PUNCT NOUN NOUN NOUN PUNCT ADJ NOUN NOUN VERB PUNCT SPACE NOUN VERB AUX NOUN NOUN PUNCT PROPN PROPN PROPN PUNCT ADJ PROPN PROPN PROPN PROPN PROPN VERB PROPN ADJ NOUN PUNCT
1087,Amazing Phone,wonderful phone . andro user previously IOS fall love moment get phone . lip service amazing . provide phone 1 phone launch .,5,Certified Buyer,"Oct, 2016",5,13,,18,44,4,0,,0,,0,0.28,23,ADJ NOUN PUNCT NOUN NOUN ADV PROPN VERB NOUN NOUN VERB NOUN PUNCT NOUN NOUN ADJ PUNCT VERB NOUN NUM NOUN NOUN PUNCT
1093,Decent product,"order 39999 SuperComNet 
  product delivery tomorrow 
  Head negative review seller 
  see FlipKart dint help people receive damage face product 
  cancel buy seller 
 
  update 
  receive today , perfect phone , sorry doubt u flipkart 
 
  update 
  tempered phone send Apple deny serving . Ve simply lose 40000 
  buy Flipkart .",1,Certified Buyer,"May, 2017",7,23,,30,79,4,1,,0,,1,0.23,48,NOUN NUM PROPN SPACE NOUN NOUN NOUN SPACE VERB ADJ NOUN NOUN SPACE VERB PROPN NOUN NOUN NOUN VERB NOUN NOUN NOUN SPACE PROPN NOUN NOUN SPACE NOUN SPACE VERB NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN INTJ PROPN SPACE NOUN SPACE ADJ NOUN VERB PROPN NOUN VERB PUNCT PROPN ADV VERB NUM SPACE VERB PROPN PUNCT
1102,Upgraded from the iPhone 6 to iphone 7,"firstly flipkart good job deliver phone day . overall shone 7 nice upgrade shone 6 get touch , photo , well camera , aa10 processor , Sterno speaker water proof . 
  work fast , good battery life , excellent touch experience tactic engine . 
  normal usage phone get heating camera internet browsing   chat phone get heat .",5,Certified Buyer,"Jan, 2017",6,15,,21,72,4,0,,0,,0,0.29,57,ADV VERB ADJ NOUN VERB NOUN NOUN PUNCT ADJ VERB NUM ADJ NOUN VERB NUM VERB NOUN PUNCT NOUN PUNCT INTJ NOUN PUNCT NOUN NOUN PUNCT PROPN NOUN NOUN NOUN PUNCT SPACE NOUN ADV PUNCT ADJ NOUN NOUN PUNCT ADJ NOUN NOUN NOUN NOUN PUNCT SPACE ADJ NOUN NOUN VERB VERB NOUN NOUN NOUN SPACE ADJ NOUN VERB NOUN PUNCT
1104,For all Android lovers,andro user custom room debugging till date get phone . row .. take work easy rich use co get lot work money waste time deal phone .,5,Certified Buyer,"Jan, 2017",3,7,,10,58,2,0,,0,,0,0.3,27,PROPN PROPN PROPN NOUN VERB SCONJ NOUN VERB NOUN PUNCT INTJ PUNCT VERB NOUN ADJ ADJ NOUN VERB AUX NOUN NOUN NOUN NOUN NOUN VERB NOUN PUNCT
1105,Must buy!,buy shone 7 fiancee October . feel happy lift new shone 7 lot advance feature haven open box . trust Apple product . lift phone November will write review,5,Certified Buyer,"Oct, 2016",3,8,,11,52,4,0,,0,,0,0.27,29,VERB NOUN NUM NOUN PROPN PUNCT VERB ADJ NOUN ADJ NOUN NUM NOUN NOUN NOUN VERB PROPN PROPN PUNCT NOUN PROPN NOUN PUNCT VERB NOUN PROPN VERB VERB NOUN
